cleaned_med_id,inv_min,inv_max,mean_first_count,mean_last_count,total_picks,mean_picks,median_picks,variance_picks,std_dev_picks,range_picks,iqr_picks,skewness_picks,kurtosis_picks,percent_days_w_pick,days_of_data,days_w_stockout,days_w_scarce_inv,days_w_excess_inv,mean_inventory,inv_turnover_ratio,days_sales_inventory,stockout_rate,excess_rate,scarce_rate,coef_var
004000,114.28918590522478,214.2891859052248,190.22721749696234,190.1992709599028,2158.0,2.6221142162818953,0.0,120.73659065847158,10.988020324811544,111.0,2.0,8.548255022940179,75.33110897001237,0.4945321992709599,823.0,3.0,27.0,258.0,190.2132442284326,11.345161630324728,72.54193697868398,0.0036452004860267314,0.3134872417982989,0.032806804374240585,4.190519336107461
004001,78.90643985419199,276.71931956257595,244.97691373025518,244.8663426488457,12397.0,15.06318347509113,6.0,1400.4923533568067,37.42315263786319,222.0,12.0,4.574275328251249,20.41238722364578,0.7752126366950183,823.0,0.0,20.0,233.0,244.92162818955043,50.61619135736628,16.259619262724854,0.0,0.28311057108140947,0.024301336573511544,2.4844119239300966
004004,270.99756690997566,466.4963503649635,384.4111922141119,384.5705596107056,12079.0,14.694647201946472,2.0,1995.8128580361615,44.67452135206556,337.0,12.0,5.3167969668786474,29.153947814702768,0.5608272506082725,822.0,1.0,59.0,88.0,384.49087591240874,31.41556993084988,26.165369649805445,0.0012165450121654502,0.1070559610705596,0.07177615571776155,3.0401901276097267
004005,25.0,125.0,111.47688564476886,111.330900243309,1358.0,1.6520681265206814,0.0,22.003034694500503,4.6907392481889785,106.0,2.0,14.48541020595493,300.7446917365792,0.4416058394160584,822.0,7.0,17.0,330.0,111.40389294403893,12.189879223360343,67.43298969072164,0.00851581508515815,0.40145985401459855,0.02068126520681265,2.8393134477255817
004006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,172.0,172.0,0.0,0.0,0.0,,,1.0,0.0,0.0,
004006P01,0.0,0.0,0.0,0.0,235.0,0.28554070473876064,0.0,2.7468344700564353,1.657357677164599,10.0,0.0,5.661071798983513,30.147513502975627,0.02916160388821385,823.0,823.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,5.8042781630062334
004010,4.405672009864365,5.87422934648582,2.7879161528976573,2.7879161528976573,126.0,0.15536374845869297,0.0,0.2844742811039564,0.5333613044681405,7.0,0.0,5.500248016515412,46.31081007021443,0.10850801479654747,811.0,16.0,731.0,34.0,2.7879161528976573,45.195046439628484,17.944444444444446,0.01972872996300863,0.04192355117139334,0.9013563501849569,3.432984269235412
004011,131.03280680437425,268.3353584447145,259.21628189550427,260.2916160388821,14068.0,17.09356014580802,9.0,827.2649584778256,28.762214074681832,300.0,14.0,4.559187211893492,27.13184259626775,0.8626974483596598,823.0,6.0,32.0,385.0,259.7539489671932,54.15894563272561,15.196012226329257,0.007290400972053463,0.46780072904009723,0.038882138517618466,1.6826345026630045
004229,90.0,150.0,93.17253948967193,93.03159173754557,1664.0,2.0218712029161603,0.0,18.629691384850986,4.3162126204406315,33.0,2.0,3.311844214361041,13.558098498484128,0.370595382746051,823.0,218.0,462.0,194.0,93.10206561360874,17.872858019132636,46.04747596153846,0.2648845686512758,0.23572296476306198,0.5613608748481167,2.134761410229952
004230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,35.0,35.0,0.0,0.0,0.0,,,1.0,0.0,0.0,
004232P01,0.0,0.0,15.290791599353797,15.410339256865912,329.0,0.531502423263328,0.0,5.550381396029716,2.355924743286533,15.0,0.0,4.650710878929555,21.166718581138397,0.0630048465266559,619.0,290.0,0.0,329.0,15.350565428109855,21.432435276783835,28.881458966565347,0.46849757673667203,0.531502423263328,0.0,4.4325757328096165
004371,17.103280680437425,34.20656136087485,44.23815309842041,43.33778857837181,1388.0,1.686512758201701,0.0,9.458783809751873,3.0755135847126205,24.0,2.0,2.9736249291280377,11.14959130443116,0.4556500607533414,823.0,12.0,328.0,304.0,43.787970838396106,31.698203260492548,25.963616714697405,0.014580801944106925,0.36938031591737547,0.3985419198055893,1.823593429552224
004376,150.0,1661.9076549210206,1038.5006075334143,1036.7545565006076,25906.0,31.4775212636695,15.0,9290.670722802164,96.3881254242563,1030.0,16.0,7.430744502911282,60.84175270800915,0.9574726609963548,823.0,0.0,15.0,67.0,1037.6275820170108,24.966568399851287,32.96408167991971,0.0,0.08140947752126367,0.018226002430133656,3.0621256552212976
004380,1236.6415552855408,2154.3280680437424,2196.7399756986633,2197.544349939247,162167.0,197.04374240583232,151.0,77026.14406967566,277.5358428557934,4414.0,53.0,9.124656104503403,106.77790093527001,1.0,823.0,0.0,179.0,263.0,2197.142162818955,73.80815076250603,11.15053000918806,0.0,0.3195625759416768,0.2174969623329283,1.4084986382575861
004381,159.27095990279466,1191.9805589307412,990.2904009720535,989.7654921020657,5836.0,7.091130012150669,2.0,1754.523315388186,41.887030395913555,1000.0,6.0,19.241188959572742,414.51107658543975,0.701093560145808,823.0,0.0,1.0,14.0,990.0279465370595,5.894783092147331,139.61497601096642,0.0,0.01701093560145808,0.001215066828675577,5.906961277559434
004438,20.0,120.0,126.65360303413401,126.61567635903918,396.0,0.5006321112515802,0.0,2.004746435372626,1.41589068623698,14.0,0.0,3.729641764666642,18.983362775822872,0.14285714285714285,791.0,2.0,7.0,304.0,126.63463969658659,3.127106461145276,252.94949494949495,0.0025284450063211127,0.3843236409608091,0.008849557522123894,2.8282058909430585
004439,48.648648648648646,243.24324324324326,213.0810810810811,213.57041251778094,106.0,0.1507823613086771,0.0,14.236491552281013,3.773127555792543,100.0,0.0,26.418401681288643,696.6066435138688,0.007112375533428165,703.0,0.0,3.0,147.0,213.32574679943102,0.49689267043635976,1414.7924528301887,0.0,0.20910384068278806,0.004267425320056899,25.023666714359983
004444,7.0,14.0,13.85,13.835365853658537,411.0,0.501219512195122,0.0,1.3369948479704576,1.1562849337297696,10.0,0.0,3.256977743658596,13.692493145127536,0.2329268292682927,820.0,7.0,68.0,236.0,13.84268292682927,29.690776143071094,27.61800486618005,0.00853658536585366,0.28780487804878047,0.08292682926829269,2.306943176784455
004475,96.0,192.0,168.24452554744525,168.15450121654501,4939.0,6.0085158150851585,2.0,76.20577392118685,8.729591853070042,72.0,10.0,2.516003834289669,10.145757623563664,0.5060827250608273,822.0,2.0,53.0,135.0,168.19951338199513,29.363937509040937,27.993520955659037,0.0024330900243309003,0.16423357664233576,0.06447688564476886,1.4528699135905192
004477,42.64884568651276,56.86512758201701,104.3985419198056,104.33414337788578,1291.0,1.56865127582017,0.0,28.873322631284868,5.373390236274011,108.0,0.0,11.447702773797056,197.5558821948273,0.2187120291616039,823.0,0.0,139.0,568.0,104.36634264884569,12.369888291896359,66.5325329202169,0.0,0.6901579586877278,0.16889428918590524,3.4254842482211547
004478,29.02801461632156,58.05602923264312,138.72594397076736,138.6979293544458,1923.0,2.3422655298416566,0.0,82.98393095867618,9.109551633240583,210.0,1.0,15.553117609322372,331.76947622755637,0.29598051157125455,821.0,0.0,38.0,658.0,138.71193666260658,13.863262573266306,59.22126885075403,0.0,0.8014616321559074,0.04628501827040195,3.8892053514771288
004484,6.015815085158151,7.218978102189781,6.420924574209246,6.429440389294404,249.0,0.3029197080291971,0.0,0.7863252042639828,0.8867497980061697,14.0,0.0,7.256395864457476,85.15633891902542,0.19464720194647203,822.0,15.0,479.0,240.0,6.4251824817518255,38.75376313547287,21.210843373493976,0.01824817518248175,0.291970802919708,0.5827250608272506,2.9273427066709696
004489,4500.0,9560.665856622114,6385.941676792224,6390.624544349939,689204.0,837.4289185905225,800.0,135958.9970702403,368.72618169888653,7514.0,236.5,11.01033546720821,181.72454035945398,1.0,823.0,2.0,282.0,89.0,6388.283110571081,107.88563813953895,7.628448180799879,0.002430133657351154,0.10814094775212636,0.34264884568651277,0.4403074380563427
004490,6955.042527339004,18546.78007290401,19971.62575941677,19608.260024301337,2258382.0,2744.0850546780075,1531.0,5063063.581564687,2250.1252368623145,12217.0,2407.5,1.3050307813712994,0.40342074575607345,1.0,823.0,0.0,7.0,404.0,19789.942891859053,114.1176612959821,7.211854770362144,0.0,0.4908869987849332,0.00850546780072904,0.8199910687995586
004490P01,6.0,10.0,20.675213675213676,20.675213675213676,57.0,0.0695970695970696,0.0,0.18219189123834598,0.42683942090480115,7.0,0.0,9.463055909918758,116.66207886392664,0.040293040293040296,819.0,5.0,11.0,255.0,20.675213675213676,2.756924348904506,297.0701754385965,0.006105006105006105,0.31135531135531136,0.013431013431013432,6.133008521421616
004494,152.8606356968215,275.721271393643,298.0843520782396,298.5036674816626,12108.0,14.80195599022005,0.0,921.7918199148295,30.36102468486249,215.0,14.75,3.1493672526595096,11.007862962916318,0.48166259168704156,818.0,0.0,85.0,341.0,298.2940097799511,40.59082516920794,20.152337297654444,0.0,0.41687041564792177,0.1039119804400978,2.0511495038171055
004504,20.0,30.0,30.28642590286426,30.356164383561644,356.0,0.44333748443337484,0.0,4.1249025630196,2.030985613690949,22.0,0.0,6.435782275792183,49.22404617610244,0.07721046077210461,803.0,16.0,47.0,370.0,30.32129514321295,11.740923279119436,68.39325842696628,0.019925280199252802,0.46077210460772106,0.058530510585305104,4.581127662342225
004510,100.0,150.0,148.86269744835965,148.85419198055894,4813.0,5.848116646415553,2.0,154.80780362627974,12.442178411607822,150.0,5.0,4.765089407621411,34.11977276677586,0.6354799513973268,823.0,1.0,64.0,260.0,148.8584447144593,32.332730663902275,25.45408269270725,0.001215066828675577,0.3159173754556501,0.07776427703523693,2.1275530506447615
004514,20.0,30.0,32.28797083839611,32.13851761846902,301928.0,366.86269744835965,0.0,109832214.71956798,10480.086579774425,300654.0,1.0,28.635655294540165,818.000908642444,0.25637910085054677,823.0,7.0,128.0,214.0,32.213244228432565,9372.79082662241,0.08780735804562678,0.00850546780072904,0.2600243013365735,0.15552855407047386,28.566781667001244
004516,28.79708383961118,51.83475091130012,47.00850546780073,47.172539489671934,102499.0,124.54313487241798,0.0,12224042.686397452,3496.2898458791215,100304.0,2.0,28.635533305193825,817.9962557300274,0.3560145808019441,823.0,1.0,67.0,281.0,47.09052247873633,2176.637561120357,0.37810612786466213,0.001215066828675577,0.34143377885783716,0.08140947752126367,28.072923083722934
004518,50.0,80.0,42.13608748481167,42.1591737545565,1935.0,2.3511543134872417,1.0,16.18675961484451,4.023277223215486,32.0,3.0,3.6335929814393713,17.19622568310429,0.6306196840826246,823.0,2.0,595.0,49.0,42.14763061968408,45.91005405405406,17.926356589147286,0.002430133657351154,0.05953827460510328,0.7229647630619684,1.7111923280136152
004521,100.0,200.0,162.44106925880922,162.4835965978129,2968.0,3.606318347509113,0.0,40.11489920266782,6.333632386132607,66.0,5.0,3.5402482059333056,19.355924355949238,0.4896719319562576,823.0,0.0,48.0,177.0,162.46233292831107,18.268850055906032,45.04935983827494,0.0,0.21506682867557717,0.0583232077764277,1.7562599237827277
004521P02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,503.0,503.0,0.0,0.0,0.0,,,1.0,0.0,0.0,
004522,25.0,125.0,81.07542579075425,81.00851581508516,456.0,0.5547445255474452,0.0,11.509179654507141,3.392518187793124,65.0,0.0,11.311472881736243,175.62522852746127,0.0535279805352798,822.0,2.0,5.0,158.0,81.0419708029197,5.626714102362027,146.08881578947367,0.0024330900243309003,0.1922141119221411,0.006082725060827251,6.115460417469184
004526,15.330882352941176,40.88235294117647,126.6703431372549,126.57107843137256,266.0,0.32598039215686275,0.0,9.204035847467823,3.033815394427918,75.0,0.0,19.475296149771122,455.03593010537446,0.03799019607843137,816.0,0.0,6.0,397.0,126.62071078431373,2.100762176679813,388.43045112781954,0.0,0.48651960784313725,0.007352941176470588,9.306741961854064
004528,59.79318734793188,89.68978102189782,112.79683698296837,112.7250608272506,461033.0,560.867396593674,0.0,163295528.67788818,12778.713889820376,349502.0,0.0,25.587510032691473,681.6644103692837,0.08759124087591241,822.0,3.0,192.0,547.0,112.76094890510949,4088.587445179875,0.2010474304442415,0.0036496350364963502,0.6654501216545012,0.23357664233576642,22.783841541565025
004529,24.88456865127582,87.09599027946537,97.3730255164034,97.23815309842041,882.0,1.071688942891859,0.0,11.3099396014226,3.363025364373959,26.0,0.0,4.28336734609477,20.765597444303037,0.15552855407047386,823.0,0.0,68.0,398.0,97.3055893074119,9.06422751537477,90.79648526077098,0.0,0.4835965978128797,0.08262454434993925,3.1380610826301227
004529AA,2.549210206561361,2.549210206561361,4.488456865127582,4.4726609963548,68.0,0.08262454434993925,0.0,0.5430432250416112,0.7369146660513761,15.0,0.0,14.76185720204215,254.65901742722872,0.032806804374240585,823.0,2.0,228.0,353.0,4.480558930741191,15.176677966101694,54.22794117647059,0.002430133657351154,0.4289185905224787,0.2770352369380316,8.918834855298272
004531,40.0,70.0,75.16077953714982,75.15468940316687,1236.0,1.5054811205846528,0.0,31.08442114019191,5.575340450608547,84.0,0.0,6.698743956286568,69.10734029167425,0.14007308160779536,821.0,5.0,61.0,514.0,75.15773447015835,16.44541321945725,49.92273462783172,0.0060901339829476245,0.6260657734470159,0.07429963459196103,3.7033612540045446
004535,289.9149453219927,434.8724179829891,492.47752126366953,492.79708383961116,13842.0,16.81895504252734,13.0,463.0924869845943,21.519583801379483,300.0,17.0,6.808776426393779,69.54986160995018,0.8663426488456865,823.0,0.0,453.0,184.0,492.63730255164035,28.097750471400857,29.290601069209654,0.0,0.2235722964763062,0.5504252733900364,1.2794839957040394
004535AA,2.0,2.0,2.0841584158415842,2.0841584158415842,172.0,0.21287128712871287,0.0,1.1243942238089977,1.0603745676924723,20.0,0.0,12.808937989649289,204.6395813417416,0.12252475247524752,808.0,30.0,129.0,99.0,2.0841584158415842,82.52731591448931,9.790697674418606,0.03712871287128713,0.12252475247524752,0.15965346534653466,4.981294480787893
004536,44.0,144.0,99.90651906519065,99.9520295202952,4136.0,5.0873308733087335,2.0,76.9073885566442,8.769685772970671,94.0,7.0,4.222881912943002,29.22311194717588,0.5412054120541205,813.0,7.0,58.0,118.0,99.92927429274292,41.38927285595594,19.642770793036746,0.008610086100861008,0.14514145141451415,0.07134071340713408,1.7238284655283258
004537,563.7910085054679,676.5492102065614,434.65735115431346,436.1895504252734,15160.0,18.42041312272175,13.0,369.12474094834346,19.21261931513617,116.0,22.0,1.7469505303943347,3.953660589642232,0.8153098420413123,823.0,4.0,439.0,48.0,435.42345078979343,34.816682409966695,23.638093667546173,0.004860267314702308,0.0583232077764277,0.5334143377885784,1.0430069720552155
004538,60.0,90.0,79.02430133657352,79.0400972053463,1062.0,1.290400972053463,0.0,18.841355435132876,4.340663017919368,54.0,1.0,7.612586870246566,74.22900182410902,0.2976913730255164,823.0,0.0,35.0,154.0,79.03219927095991,13.437561016857948,61.246233521657246,0.0,0.18712029161603888,0.0425273390036452,3.363809476221883
004539,70.0,170.0,119.30012150668287,119.29161603888214,4142.0,5.032806804374241,3.0,37.76412921688795,6.145252575516157,44.0,6.0,2.061047204100697,5.188139020637351,0.7679222357229648,823.0,0.0,61.0,29.0,119.29586877278251,34.72039763496824,23.70364558184452,0.0,0.03523693803159174,0.07411907654921021,1.221038838640704
004540,65.0,165.0,96.95747266099636,97.02065613608748,9069.0,11.019441069258809,9.0,73.89256562395602,8.596078502663643,60.0,10.0,1.4676291742578418,3.376911977202977,0.9380315917375456,823.0,1.0,161.0,23.0,96.98906439854193,93.50538698604394,8.801631932958431,0.001215066828675577,0.027946537059538274,0.19562575941676794,0.7800829868444347
004543,25.0,125.0,114.39828431372548,114.69117647058823,1365.0,1.6727941176470589,0.0,7.53820371706965,2.745578940236403,21.0,3.0,2.4955236796592426,8.428915288389597,0.4497549019607843,816.0,7.0,20.0,245.0,114.54473039215685,11.91674200399065,68.47509157509157,0.00857843137254902,0.3002450980392157,0.024509803921568627,1.6413131247127508
004544,138.90643985419197,238.90643985419197,228.0498177399757,228.05710814094775,7672.0,9.321992709599028,3.0,599.73682716783,24.48952484569331,205.0,7.0,5.429287381477658,32.63264899715097,0.7764277035236938,823.0,0.0,46.0,346.0,228.0534629404617,33.64123438898598,24.46402502606882,0.0,0.4204131227217497,0.05589307411907655,2.6270697273208543
004554,30.0,130.0,90.32682926829268,90.43048780487806,625.0,0.7621951219512195,0.0,14.623477471038449,3.824065568349796,50.0,0.0,7.085642802951778,60.8695741515644,0.06951219512195123,820.0,1.0,10.0,128.0,90.37865853658536,6.9153493769438885,118.57679999999999,0.0012195121951219512,0.15609756097560976,0.012195121951219513,5.017174025674932
004555,2.1608040201005023,2.1608040201005023,2.635678391959799,2.64070351758794,9.0,0.011306532663316583,0.0,0.02125564931576119,0.14579317307666087,3.0,0.0,15.606866000048152,273.6667642977496,0.007537688442211055,796.0,6.0,11.0,294.0,2.6381909547738696,3.411428571428571,233.33333333333334,0.007537688442211055,0.3693467336683417,0.013819095477386936,12.894596196558005
004557,27.794653705953827,55.589307411907654,41.08505467800729,41.04131227217497,388.0,0.47144592952612396,0.0,3.3906070308319505,1.8413601035191216,20.0,0.0,5.665914185494029,40.067002816044244,0.09842041312272175,823.0,62.0,161.0,230.0,41.06318347509113,9.448853380677615,87.10051546391752,0.07533414337788578,0.27946537059538273,0.19562575941676794,3.905771559784116
004557P01,4.204131227217497,5.255164034021871,6.473876063183475,6.45321992709599,38.0,0.046172539489671933,0.0,0.06112584367322686,0.24723641251487788,3.0,0.0,6.360000179355576,48.10589856663685,0.038882138517618466,823.0,0.0,56.0,291.0,6.4635479951397325,5.879123977817464,139.98684210526315,0.0,0.353584447144593,0.06804374240583232,5.354620197361697
004558,40.0,140.0,153.22114216281895,153.18955042527338,3538.0,4.298906439854192,3.0,28.61614235498281,5.349405794570347,32.0,6.0,1.9404829252531564,4.691201987356836,0.6524908869987849,823.0,2.0,46.0,232.0,153.20534629404617,23.093188883954063,35.638213680045226,0.002430133657351154,0.2818955042527339,0.05589307411907655,1.244364321348614
004559,20.0,120.0,86.03888213851762,86.06075334143378,929.0,1.128797083839611,0.0,13.557600376049882,3.6820646892809856,49.0,0.0,5.747240958354099,48.969162739799614,0.16160388821385177,823.0,2.0,13.0,43.0,86.04981773997571,10.796071675680254,76.2314316469322,0.002430133657351154,0.05224787363304982,0.015795868772782502,3.261936748415771
004575,163.9003645200486,263.9003645200486,205.46051032806804,205.50546780072904,3833.0,4.657351154313488,2.0,199.4493589118204,14.12265410295885,111.0,4.0,6.438247158200278,42.20372188536276,0.7339003645200486,823.0,0.0,237.0,167.0,205.48298906439854,18.653612240372535,44.12014088181581,0.0,0.20291616038882138,0.28797083839611176,3.0323361144625967
004576,2.0,2.0,1.986198243412798,1.9836888331242157,13.0,0.01631116687578419,0.0,0.016065269887707047,0.12674884570561992,1.0,0.0,7.637033058743778,56.324273940345385,0.01631116687578419,797.0,0.0,15.0,2.0,1.984943538268507,6.549304677623262,121.69230769230771,0.0,0.002509410288582183,0.018820577164366373,7.770679232875314
004576P01,40.0,140.0,96.38031591737546,96.43134872417983,2322.0,2.82138517618469,2.0,11.952242847809181,3.4572015920118373,32.0,4.0,3.0280977618962357,15.779283033906804,0.6889428918590522,823.0,0.0,40.0,56.0,96.40583232077765,24.085679715661314,34.169681309216195,0.0,0.06804374240583232,0.04860267314702309,1.2253561198215943
004580,2.0,2.0,2.161879895561358,2.157963446475196,26.0,0.033942558746736295,0.0,0.03806208297069916,0.1950950613693211,2.0,0.0,6.166155375374135,41.311459210306936,0.031331592689295036,766.0,3.0,34.0,126.0,2.159921671018277,12.037473556965848,63.63461538461539,0.0039164490861618795,0.16449086161879894,0.044386422976501305,5.74780065418846
004581,114.87775061124694,214.87775061124694,231.14180929095355,231.24083129584352,2238.0,2.7359413202933984,0.0,227.4161117811302,15.080322005220253,208.0,1.0,9.286704826440396,97.18202489764494,0.2603911980440098,818.0,0.0,12.0,579.0,231.19132029339852,9.680294213294063,84.50156389633601,0.0,0.7078239608801956,0.014669926650366748,5.5119318142404685
004582,10.0,110.0,97.7509113001215,97.70473876063184,774.0,0.9404617253948967,0.0,9.194747718423782,3.0322842410341058,40.0,0.0,5.567382936326645,45.7158336652125,0.15674362089914945,823.0,1.0,9.0,337.0,97.72782503037666,7.919955240581873,103.91472868217053,0.001215066828675577,0.4094775212636695,0.010935601458080195,3.224250556034973
004588,15.0,15.0,14.617647058823529,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,68.0,2.0,3.0,0.0,14.558823529411764,0.0,,0.029411764705882353,0.0,0.04411764705882353,
004589,15.0,115.0,157.54070473876064,157.0984204131227,1626.0,1.9756986634264884,0.0,11.636878312978748,3.411286899833954,34.0,2.0,3.2239966825278685,16.153161396087057,0.48724179829890646,823.0,1.0,15.0,377.0,157.3195625759417,10.33565040085268,79.62730627306274,0.001215066828675577,0.4580801944106926,0.018226002430133656,1.7266230741471982
004590,60.0,160.0,149.03159173754557,148.97448359659782,3231.0,3.92588092345079,2.0,82.76213958191057,9.097369926627726,219.0,5.0,16.57561278798926,379.2004834703253,0.5929526123936817,823.0,4.0,44.0,198.0,149.00303766707168,21.68412168360794,37.95403899721448,0.004860267314702308,0.24058323207776428,0.053462940461725394,2.3172811667021413
004630,3.0,4.0,3.12958435207824,3.132029339853301,29644.0,36.23960880195599,0.0,760726.7234231025,872.1964935856498,24458.0,0.0,27.103787431724818,751.5092078816947,0.19559902200489,818.0,194.0,345.0,217.0,3.13080684596577,9468.485747754783,0.08639184995277291,0.2371638141809291,0.265281173594132,0.421760391198044,24.06749196306374
004641,150.0,329.1737545565006,164.55407047387607,164.408262454435,29392.0,35.713244228432565,33.0,546.9663328928347,23.38731136520046,274.0,26.0,2.919084157859018,21.015227249571694,0.9878493317132442,823.0,10.0,350.0,7.0,164.48116646415554,178.69523077832278,4.605606967882417,0.012150668286755772,0.00850546780072904,0.425273390036452,0.6548638151047896
004654,789.3074119076549,1874.3620899149453,560.3742405832321,560.9817739975699,111601.0,135.6026731470231,119.0,7023.733666811529,83.80771842027158,1117.0,87.5,3.5806275617099526,28.937625885673224,1.0,823.0,0.0,664.0,14.0,560.678007290401,199.04650895678293,4.134712054551482,0.0,0.01701093560145808,0.8068043742405833,0.6180388371061506
004655,830.9842041312272,1921.2636695018225,482.138517618469,482.26609963548,78959.0,95.9404617253949,82.0,8090.579175942269,89.94764686161761,1924.0,49.0,11.697903537484267,216.4819438725936,1.0,823.0,4.0,725.0,0.0,482.2023086269745,163.74662374559816,5.026057827480085,0.004860267314702308,0.0,0.8809234507897934,0.9375361056638419
004660,5.0,105.0,93.22860635696821,93.34963325183374,261.0,0.31907090464547677,0.0,1.2065146804008944,1.098414621352472,8.0,0.0,3.7584283263931737,14.736398043348093,0.09046454767726161,818.0,0.0,3.0,245.0,93.28911980440097,2.797753913288473,292.3773946360153,0.0,0.2995110024449878,0.003667481662591687,3.4425408439322682
004666,25.0,125.0,143.12636695018227,143.2296476306197,2053.0,2.4945321992709597,0.0,32.734459117879204,5.721403596835239,103.0,3.0,8.13968911319244,119.28293075381923,0.39003645200486026,823.0,10.0,34.0,350.0,143.17800729040098,14.338794336172036,57.39673648319533,0.012150668286755772,0.425273390036452,0.041312272174969626,2.293577769213542
004667,67.64884568651276,238.2442284325638,214.59538274605103,216.40704738760633,5011.0,6.088699878493317,3.0,207.1003952662652,14.390983123687734,120.0,7.0,5.947187080397137,39.67535842008209,0.5492102065613609,823.0,2.0,7.0,225.0,215.50121506682868,23.252769124508408,35.39363400518859,0.002430133657351154,0.2733900364520049,0.00850546780072904,2.363555998961286
004669,10.0,20.0,540.9092219020173,541.2118155619596,204.0,0.29394812680115273,0.0,11.743195645212934,3.4268346393155498,60.0,0.0,12.956978676089399,181.82924991233364,0.008645533141210375,694.0,0.0,0.0,694.0,541.0605187319884,0.37703730532415797,1840.6666666666665,0.0,1.0,0.0,11.65795705727937
004676,416.05839416058393,693.4306569343066,330.161800486618,329.3211678832117,2029.0,2.4683698296836982,0.0,22.92896177292543,4.7884195485489185,60.0,3.0,4.661674825473628,35.44122526142039,0.4902676399026764,822.0,0.0,651.0,103.0,329.74148418491484,6.1533052324777024,133.58674223755546,0.0,0.12530413625304138,0.791970802919708,1.9399117145920213
004679,530.2551640340218,860.5103280680437,794.8906439854192,795.7873633049818,50489.0,61.347509113001216,47.0,3606.1588958560606,60.05130219950322,684.0,39.0,4.313131547945593,27.301673717716206,0.9987849331713244,823.0,0.0,79.0,355.0,795.3390036452005,63.481106507537845,12.96448731406841,0.0,0.4313487241798299,0.0959902794653706,0.9788710750894482
004679AA,0.0,8.0,4.221238938053097,4.20353982300885,40.0,0.35398230088495575,0.0,0.4985777496839443,0.7061003821581917,3.0,0.0,1.9790955290563765,3.096959621861509,0.23893805309734514,113.0,28.0,0.0,0.0,4.212389380530974,9.495798319327731,11.9,0.24778761061946902,0.0,0.0,1.9947335795968917
004680,200.0,1486.8772782503038,633.6877278250304,632.6938031591737,31888.0,38.746051032806804,21.0,4482.829592050921,66.95393634470584,733.0,23.0,4.7075595789194855,29.692414117562443,0.93681652490887,823.0,3.0,95.0,18.0,633.1907654921021,50.36081026105512,16.3420722528851,0.0036452004860267314,0.02187120291616039,0.11543134872417983,1.7280196190320154
004681,178.66342648845688,583.3171324422843,405.2454434993925,405.3572296476306,22940.0,27.87363304981774,15.0,2004.5533550330672,44.772238664523655,523.0,18.0,4.72711614341591,36.864708055268544,0.9258809234507898,823.0,1.0,55.0,131.0,405.30133657351155,56.59986269460342,14.540671316477768,0.001215066828675577,0.1591737545565006,0.06682867557715674,1.6062577341282898
004704,48.0,72.0,53.704738760631834,53.67557715674362,5220.0,6.342648845686512,5.0,27.46395745196643,5.240606591985935,52.0,5.0,2.3222611704824896,9.950985507698805,0.9781287970838396,823.0,1.0,276.0,48.0,53.69015795868773,97.22452304976576,8.464942528735632,0.001215066828675577,0.0583232077764277,0.3353584447144593,0.8262488937173227
004716,15.94775212636695,42.5273390036452,193.74969623329284,194.2685297691373,1298.0,1.577156743620899,0.0,92.3538327819709,9.610090154726484,175.0,0.0,12.891863197353823,201.42426261392697,0.15795868772782504,823.0,2.0,40.0,540.0,194.00911300121507,6.690407372729294,123.01194144838213,0.002430133657351154,0.6561360874848117,0.04860267314702309,6.093300614283433
004731,249.27095990279466,448.906439854192,414.58930741190767,414.41919805589305,15147.0,18.404617253948967,8.0,2420.482071112451,49.198395005451665,511.0,12.0,5.765557377014887,35.66055299188485,0.8736330498177399,823.0,0.0,48.0,145.0,414.50425273390033,36.5424477555938,22.521753482537793,0.0,0.17618469015795868,0.0583232077764277,2.673155020102114
004732,0.0,0.0,101.86889818688982,103.26359832635983,14054.0,19.601115760111576,0.0,97382.15910489859,312.0611464198941,7000.0,0.0,18.94335811544601,386.5760877222552,0.015341701534170154,717.0,609.0,0.0,108.0,102.56624825662482,137.02363339679087,5.232673971822968,0.8493723849372385,0.1506276150627615,0.0,15.92058075872094
004740,10.0,110.0,89.78780487804877,89.85243902439025,648.0,0.7902439024390244,0.0,18.62749932993835,4.315958680286264,60.0,0.0,10.910950234394807,136.3979385497497,0.1329268292682927,820.0,3.0,8.0,207.0,89.8201219512195,7.214419062489394,113.66126543209874,0.003658536585365854,0.2524390243902439,0.00975609756097561,5.461552650979531
004741,10.0,110.0,126.77980535279805,126.84671532846716,371.0,0.451338199513382,0.0,14.813098085238158,3.8487787784228593,100.0,0.0,21.734370834321503,545.9035464322313,0.06934306569343066,822.0,6.0,9.0,461.0,126.81326034063261,2.925561561964879,280.97169811320754,0.0072992700729927005,0.5608272506082725,0.010948905109489052,8.52748289990186
